Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-12-29T20:36:38.360Z","Free","composer-1","No","41338","0","278848","1836","322022","0.12"
"2025-12-29T20:34:50.840Z","Free","composer-1","No","3418","0","75264","730","79412","0.03"
"2025-12-29T20:33:23.268Z","Free","composer-1","No","7709","0","208672","2552","218933","0.07"
"2025-12-29T20:31:06.362Z","Free","composer-1","No","23636","0","264064","5734","293434","0.11"
"2025-12-29T20:30:22.498Z","Free","composer-1","No","7571","0","312960","1688","322219","0.09"
"2025-12-29T20:27:57.891Z","Free","composer-1","No","181001","0","1342624","6985","1530610","0.54"
"2025-12-29T20:27:28.216Z","Free","composer-1","No","8056","3423","680512","2014","694005","0.20"
"2025-12-29T20:26:37.057Z","Free","composer-1","No","47706","0","8928","3015","59649","0.06"
"2025-12-29T20:25:06.198Z","Free","composer-1","No","156937","26679","501728","2848","688192","0.30"
"2025-12-29T20:19:57.375Z","On-Demand","auto","No","20977","0","1352192","5492","1378661","0.40"
"2025-12-29T20:18:36.533Z","On-Demand","auto","No","30865","0","140800","1576","173241","0.08"
"2025-12-29T20:04:54.593Z","On-Demand","auto","No","6806","0","404224","2710","413740","0.13"
"2025-12-29T20:02:28.517Z","On-Demand","auto","No","8827","21994","513024","2510","546355","0.18"
"2025-12-29T19:59:30.616Z","On-Demand","auto","No","9052","0","594688","1718","605458","0.17"
"2025-12-29T19:53:07.205Z","On-Demand","auto","No","2301","0","346368","860","349529","0.09"
"2025-12-29T19:52:17.165Z","On-Demand","auto","No","13840","1419","324608","1627","341494","0.11"
"2025-12-29T19:47:48.711Z","On-Demand","auto","No","22513","0","1084672","4778","1111963","0.33"
"2025-12-29T19:43:17.875Z","On-Demand","auto","No","80594","0","590848","4278","675720","0.27"
"2025-12-29T19:40:29.790Z","On-Demand","auto","No","9388","0","378624","2107","390119","0.12"
"2025-12-29T19:39:23.277Z","On-Demand","auto","No","11612","0","327936","1414","340962","0.10"
"2025-12-29T19:36:26.459Z","On-Demand","auto","No","914","0","60160","2789","63863","0.03"
"2025-12-29T19:33:23.358Z","On-Demand","auto","No","53416","0","340992","1398","395806","0.16"
"2025-12-29T19:29:16.923Z","Free","composer-1","No","100143","0","547296","1167","648606","0.24"
"2025-12-29T18:59:33.550Z","Free","composer-1","No","21111","21493","285632","3892","332128","0.11"
"2025-12-29T18:53:16.317Z","Free","composer-1","No","91914","104722","361152","18418","576206","0.27"
"2025-12-29T18:50:32.027Z","Free","composer-1","No","14753","1972","803360","4488","824573","0.23"
"2025-12-29T18:47:57.191Z","Free","composer-1","No","2767","1972","447360","3968","456067","0.13"
"2025-12-29T18:45:46.545Z","Free","composer-1","No","10977","0","568608","2512","582097","0.16"
"2025-12-29T18:43:37.869Z","Free","composer-1","No","127533","61956","951360","8284","1149133","0.42"
"2025-12-29T18:18:49.910Z","Free","composer-1","No","110132","28600","599040","6354","744126","0.29"
"2025-12-29T17:44:48.923Z","Free","composer-1","No","10331","25567","828480","8767","873145","0.26"
"2025-12-29T17:42:42.482Z","Free","composer-1","No","11678","0","891104","6721","909503","0.26"
"2025-12-29T17:40:06.738Z","Free","composer-1","No","11777","14224","815168","7164","848333","0.25"
"2025-12-29T17:37:42.978Z","Free","composer-1","No","60848","1972","281248","4878","348946","0.15"
"2025-12-29T17:34:56.690Z","Free","composer-1","No","170981","1456","2026432","8012","2206881","0.71"
"2025-12-29T17:30:10.199Z","Free","composer-1","No","10081","0","1410400","4135","1424616","0.38"
"2025-12-29T17:29:13.842Z","Free","composer-1","No","1869","0","441376","2347","445592","0.12"
"2025-12-29T17:27:40.210Z","Free","composer-1","No","10309","3944","979520","4311","998084","0.27"
"2025-12-29T17:25:51.254Z","Free","composer-1","No","5821","24155","387744","2343","420063","0.12"
"2025-12-29T17:24:24.679Z","Free","composer-1","No","5298","21243","622304","3140","651985","0.18"
"2025-12-29T17:22:20.070Z","Free","composer-1","No","56584","0","420576","672","477832","0.16"
"2025-12-29T17:16:28.071Z","Free","composer-1","No","368969","0","6428896","28365","6826230","2.09"
"2025-12-29T17:15:48.862Z","Free","composer-1","No","19878","13848","846208","3721","883655","0.25"
"2025-12-29T17:12:37.940Z","Free","composer-1","No","4007","0","540896","3865","548768","0.15"
"2025-12-29T17:10:16.152Z","Free","composer-1","No","72827","6349","572416","6007","657599","0.24"
"2025-12-29T17:01:13.631Z","On-Demand","auto","No","14242","0","75520","622","90384","0.04"
"2025-12-29T16:58:16.673Z","On-Demand","auto","No","65850","0","427520","3055","496425","0.21"
"2025-12-29T16:56:02.426Z","On-Demand","auto","No","76703","0","630528","4987","712218","0.28"
"2025-12-29T16:49:47.934Z","On-Demand","auto","No","21888","0","2338560","11574","2372022","0.68"
"2025-12-29T16:48:12.366Z","On-Demand","auto","No","148587","0","612096","2402","763085","0.35"
"2025-12-29T16:47:50.729Z","Free","composer-1","No","0","15240","0","1091","16331","0.01"
"2025-12-24T20:05:22.014Z","Free","composer-1","No","395","0","61056","277","61728","0.02"
"2025-12-24T20:05:05.297Z","Free","composer-1","No","549","0","58592","451","59592","0.02"
"2025-12-24T20:04:21.390Z","Free","composer-1","No","12187","0","25536","387","38110","0.02"
"2025-12-24T14:43:37.599Z","Free","composer-1","No","33323","0","127776","991","162090","0.07"
"2025-12-23T06:00:24.377Z","On-Demand","auto","No","570276","0","5449728","52882","6072886","2.39"
"2025-12-23T05:58:22.253Z","On-Demand","auto","No","37752","0","577280","3482","618514","0.21"
"2025-12-23T05:53:16.312Z","On-Demand","auto","No","78064","0","456192","5242","539498","0.24"
"2025-12-23T05:44:41.284Z","On-Demand","auto","No","70417","128160","529920","24761","753258","0.53"
"2025-12-23T05:42:13.867Z","On-Demand","auto","No","8388","0","889600","3035","901023","0.25"
"2025-12-23T05:31:00.838Z","On-Demand","auto","No","27691","0","1989120","6053","2022864","0.57"
"2025-12-23T05:26:22.918Z","On-Demand","auto","No","150074","0","1505536","5788","1661398","0.60"
"2025-12-22T21:06:56.847Z","On-Demand","auto","No","39527","0","4041984","15764","4097275","1.15"
"2025-12-22T21:06:03.772Z","On-Demand","auto","No","97821","0","7680","3228","108729","0.14"
"2025-12-22T20:13:17.176Z","On-Demand","auto","No","15376","0","471808","5736","492920","0.17"
"2025-12-22T20:06:12.992Z","On-Demand","auto","No","66256","0","847616","5672","919544","0.33"
"2025-12-22T19:54:37.800Z","Included","auto","No","76591","0","1452800","6428","1535819","0.50"
"2025-12-22T19:52:13.726Z","Included","auto","No","65544","0","1663744","3556","1732844","0.52"
"2025-12-22T19:41:45.608Z","Included","auto","No","62470","0","4785920","22157","4870547","1.41"
"2025-12-22T19:40:29.717Z","Included","auto","No","19886","0","295680","4227","319793","0.12"
"2025-12-22T19:25:42.447Z","Included","auto","No","77321","0","483072","9347","569740","0.27"
"2025-12-22T19:23:53.330Z","Included","auto","No","55045","0","407552","4782","467379","0.20"
"2025-12-22T19:16:53.499Z","Included","auto","No","54673","0","197120","3460","255253","0.14"
"2025-12-22T19:04:55.705Z","Included","auto","No","21590","0","669952","5232","696774","0.23"
"2025-12-22T19:02:20.047Z","Included","auto","No","18293","0","322560","4871","345724","0.13"
"2025-12-22T18:59:04.396Z","Included","auto","No","15164","24531","690432","3513","733640","0.24"
"2025-12-22T18:56:42.369Z","Included","auto","No","84258","0","625664","1548","711470","0.27"
"2025-12-22T16:40:12.389Z","Included","auto","No","228807","109500","1174528","16172","1529007","0.81"
"2025-12-22T16:09:30.363Z","Included","auto","No","17964","0","688384","3414","709762","0.22"
"2025-12-22T16:08:29.308Z","Included","auto","No","61660","0","70656","0","132316","0.09"
"2025-12-22T15:59:12.880Z","Included","auto","No","245917","89638","2670336","24594","3030485","1.23"
"2025-12-22T15:56:14.269Z","Included","auto","No","27372","0","1422080","6298","1455750","0.43"
"2025-12-22T15:55:03.105Z","Included","auto","No","9303","0","681984","2581","693868","0.20"
"2025-12-22T15:50:10.826Z","Included","auto","No","17093","0","408320","2688","428101","0.14"
"2025-12-22T15:44:45.697Z","Included","auto","No","20727","20869","922880","6370","970846","0.32"
"2025-12-22T15:41:09.348Z","Included","auto","No","57582","36326","329984","5218","429110","0.23"
"2025-12-22T15:38:52.742Z","Included","auto","No","42925","0","475840","3300","522065","0.19"
"2025-12-22T15:34:43.568Z","Included","auto","No","39436","19921","945920","6017","1011294","0.35"
"2025-12-22T15:30:52.087Z","Included","auto","No","27767","0","498944","879","527590","0.16"
"2025-12-22T15:26:30.986Z","Included","auto","No","77069","0","1505792","5675","1588536","0.51"
"2025-12-22T15:25:08.140Z","Included","auto","No","73641","0","818816","3258","895715","0.32"
"2025-12-22T15:20:01.588Z","Included","auto","No","33037","0","1015296","10038","1058371","0.36"
"2025-12-22T15:14:27.135Z","Included","auto","No","58989","0","286976","4343","350308","0.17"
"2025-12-22T15:13:12.806Z","Included","auto","No","19323","0","122592","1382","143297","0.06"
"2025-12-22T15:03:28.145Z","Included","auto","No","165954","0","2201792","7975","2375721","0.81"
"2025-12-22T15:00:34.319Z","Included","auto","No","109703","0","337888","478","448069","0.22"
"2025-12-22T14:56:34.122Z","Included","composer-1","No","398","0","65120","233","65751","0.02"
"2025-12-22T14:51:57.751Z","Included","composer-1","No","142","0","42656","172","42970","0.01"
"2025-12-22T14:51:28.222Z","Included","composer-1","No","609","0","81824","956","83389","0.02"
"2025-12-22T14:50:29.839Z","Included","composer-1","No","5899","0","133920","1757","141576","0.05"
"2025-12-22T14:49:07.745Z","Included","composer-1","No","708","0","95520","482","96710","0.03"
"2025-12-22T14:47:59.011Z","Included","composer-1","No","40971","0","149120","817","190908","0.08"
"2025-12-22T14:47:11.119Z","Included","composer-1","No","1787","0","50784","921","53492","0.02"
"2025-12-22T14:45:26.707Z","Included","composer-1","No","275","0","31200","276","31751","0.01"
"2025-12-22T14:44:55.210Z","Included","composer-1","No","603","0","44064","893","45560","0.02"
"2025-12-22T14:41:31.244Z","Included","composer-1","No","627","0","79968","746","81341","0.02"
"2025-12-22T14:33:28.004Z","Included","composer-1","No","348","0","49568","365","50281","0.01"
"2025-12-22T14:33:04.480Z","Included","composer-1","No","177","0","35584","394","36155","0.01"
"2025-12-22T14:32:21.597Z","Included","composer-1","No","8168","0","22368","1318","31854","0.02"
"2025-12-22T13:55:32.091Z","Included","auto","No","215021","96577","448064","19072","778734","0.62"
"2025-12-22T13:09:12.692Z","Included","auto","No","158290","0","2328480","10308","2497078","0.84"
"2025-12-22T13:07:51.995Z","Included","auto","No","27600","0","748576","5107","781283","0.25"
"2025-12-22T13:02:59.257Z","Included","auto","No","77710","166797","458976","18463","721946","0.53"
"2025-12-22T13:01:12.199Z","Included","auto","No","83825","0","166432","1669","251926","0.16"
"2025-12-22T13:00:07.564Z","Included","auto","No","2496","0","175904","2698","181098","0.06"
"2025-12-22T12:56:03.966Z","Included","auto","No","171814","0","798656","3747","974217","0.44"
"2025-12-22T12:48:36.637Z","Included","auto","No","49549","0","1102592","5974","1158115","0.37"
"2025-12-22T12:46:11.375Z","Included","auto","No","7194","0","254464","2481","264139","0.09"
"2025-12-22T12:42:59.372Z","Included","auto","No","118089","24074","643968","4913","791044","0.37"
"2025-12-22T12:40:20.185Z","Included","auto","No","36618","0","1454368","5595","1496581","0.44"
"2025-12-22T12:34:47.526Z","Included","auto","No","8903","0","688608","2041","699552","0.20"
"2025-12-22T12:33:27.752Z","Included","auto","No","99334","0","303840","477","403651","0.20"
"2025-12-22T12:24:33.953Z","Included","auto","No","561165","174344","4930208","39776","5705493","2.39"
"2025-12-22T12:23:55.236Z","Included","auto","No","16860","0","415008","1980","433848","0.14"
"2025-12-22T12:19:15.630Z","Included","auto","No","270922","0","432960","3575","707457","0.47"
"2025-12-22T12:16:57.025Z","Included","auto","No","7221","0","437344","1080","445645","0.12"
"2025-12-22T12:12:40.061Z","Included","auto","No","35369","2348","2205248","12595","2255560","0.67"
"2025-12-22T12:05:34.890Z","Included","auto","No","165584","94869","536576","9886","806915","0.52"
"2025-12-22T12:04:19.966Z","Included","auto","No","73515","0","823008","4065","900588","0.32"
"2025-12-22T12:00:26.724Z","Included","auto","No","148316","121156","1534944","15054","1819470","0.81"
"2025-12-22T11:51:52.971Z","Included","auto","No","18035","0","1559104","8343","1585482","0.46"
"2025-12-22T11:50:56.295Z","Included","auto","No","100107","0","223712","602","324421","0.18"
"2025-12-22T09:31:03.647Z","Included","auto","No","317341","0","2049472","9543","2376356","0.97"
"2025-12-22T09:25:49.979Z","Included","auto","No","231743","0","1327328","7718","1566789","0.67"
"2025-12-22T08:56:38.490Z","Included","auto","No","74935","0","490880","1169","566984","0.22"
"2025-12-22T08:50:52.497Z","Included","auto","No","68488","0","5170560","17735","5256783","1.48"
"2025-12-22T08:46:45.834Z","Included","auto","No","26824","0","423296","1060","451180","0.15"
"2025-12-22T08:42:51.264Z","Included","auto","No","11216","0","298272","335","309823","0.09"
"2025-12-22T08:42:42.183Z","Included","auto","No","69974","0","1345088","19225","1434287","0.54"
"2025-12-22T08:41:19.827Z","Included","auto","No","80291","0","67744","1249","149284","0.12"
"2025-12-22T08:35:51.372Z","Included","auto","No","80180","0","170112","4771","255063","0.17"
"2025-12-22T08:22:56.432Z","Included","auto","No","35848","0","1163072","4379","1203299","0.36"
"2025-12-22T08:20:21.157Z","Included","auto","No","24524","0","262752","408","287684","0.10"
"2025-12-22T08:03:30.988Z","Included","auto","No","25672","0","1067456","2753","1095881","0.32"
"2025-12-22T07:55:33.477Z","Included","auto","No","127843","0","1040736","1781","1170360","0.43"
"2025-12-21T20:18:42.580Z","Included","auto","No","10625","0","615936","1215","627776","0.17"
"2025-12-21T20:15:16.703Z","Included","auto","No","25293","0","1848576","4071","1877940","0.52"
"2025-12-21T20:06:20.912Z","Included","auto","No","201184","0","4296704","7374","4505262","1.37"
"2025-12-21T20:00:21.882Z","Included","auto","No","169507","0","9033216","13707","9216430","2.55"
"2025-12-21T19:41:38.377Z","Included","auto","No","482915","252128","8012032","90262","8837337","3.46"
"2025-12-21T19:40:07.009Z","Included","auto","No","24033","28396","815104","5416","872949","0.30"
"2025-12-21T19:39:54.129Z","Included","composer-1","No","28609","0","144192","1799","174600","0.07"
"2025-12-21T19:37:46.179Z","Included","auto","No","97153","154922","494336","23733","770144","0.58"
"2025-12-21T19:33:52.240Z","Included","auto","No","16979","1456","1073152","4380","1095967","0.32"
"2025-12-21T19:31:08.260Z","Included","auto","No","7204","0","848384","2136","857724","0.23"
"2025-12-21T19:23:43.362Z","Included","composer-1","No","2808","0","55584","2383","60775","0.03"
"2025-12-21T19:23:43.106Z","Included","auto","No","42675","0","289792","1351","333818","0.13"
"2025-12-21T19:13:15.152Z","Included","composer-1","No","139","0","54816","254","55209","0.01"
"2025-12-21T19:12:57.002Z","Included","composer-1","No","3145","0","124576","872","128593","0.04"
"2025-12-21T19:10:58.478Z","Included","composer-1","No","2036","0","86080","1218","89334","0.03"
"2025-12-21T19:09:54.208Z","Included","composer-1","No","1930","0","55552","532","58014","0.02"
"2025-12-21T19:08:44.010Z","Included","composer-1","No","1732","0","65024","1300","68056","0.02"
"2025-12-21T19:07:38.965Z","Included","auto","No","44987","26373","2313472","8940","2393772","0.72"
"2025-12-21T19:05:27.153Z","Included","composer-1","No","10164","0","36960","2502","49626","0.03"
"2025-12-21T19:02:26.283Z","Included","auto","No","10823","0","422912","664","434399","0.12"
"2025-12-21T18:33:56.433Z","Included","auto","No","764936","240193","9137664","73386","10216179","3.98"
"2025-12-21T18:15:54.403Z","Included","auto","No","103596","0","1969920","12854","2086370","0.70"
"2025-12-21T17:49:07.124Z","Included","auto","No","506453","150453","10307328","70569","11034803","3.82"
"2025-12-21T17:47:03.142Z","Included","auto","No","97292","0","201984","3549","302825","0.19"
"2025-12-21T17:42:43.542Z","Included","auto","No","73712","0","376064","2062","451838","0.20"
"2025-12-21T17:40:14.180Z","Included","auto","No","174619","0","175872","1188","351679","0.27"
"2025-12-21T17:35:30.997Z","Included","auto","No","170212","20733","1188864","4416","1384225","0.56"
"2025-12-21T16:57:28.009Z","Included","auto","No","45995","0","1065728","2469","1114192","0.34"
"2025-12-21T16:51:44.978Z","Included","auto","No","33427","0","2115840","10580","2159847","0.63"
"2025-12-21T16:47:04.547Z","Included","auto","No","68564","0","647168","3378","719110","0.27"
"2025-12-21T16:45:22.268Z","Included","auto","No","15503","0","731648","4478","751629","0.23"
"2025-12-21T16:39:55.885Z","Included","auto","No","48196","0","352512","3348","404056","0.17"
"2025-12-21T16:39:49.664Z","Included","auto","No","247","0","24320","0","24567","0.01"
"2025-12-21T16:28:50.160Z","Included","auto","No","30798","0","1664000","4830","1699628","0.48"
"2025-12-21T16:27:36.230Z","Included","auto","No","1421","0","362496","401","364318","0.09"
"2025-12-21T16:26:19.087Z","Included","auto","No","14146","18627","923648","3426","959847","0.29"
"2025-12-21T16:23:45.544Z","Included","auto","No","18128","0","509952","843","528923","0.16"
"2025-12-21T16:20:00.348Z","Included","auto","No","95833","0","2684160","11183","2791176","0.86"
"2025-12-21T16:18:43.746Z","Included","auto","No","8622","0","213504","2613","224739","0.08"
"2025-12-21T16:15:27.138Z","Included","auto","No","41485","0","145408","1751","188644","0.10"
"2025-12-21T15:42:44.754Z","Included","auto","No","14981","0","792320","1223","808524","0.22"
"2025-12-21T15:41:15.342Z","Included","auto","No","150282","0","301056","925","452263","0.27"
"2025-12-21T15:38:37.350Z","Included","auto","No","53856","0","245248","794","299898","0.13"
"2025-12-21T15:32:49.828Z","Included","auto","No","59851","0","2794496","12279","2866626","0.85"
"2025-12-21T15:22:14.404Z","Included","auto","No","89047","108298","1625856","22904","1846105","0.79"
"2025-12-21T15:18:45.834Z","Included","auto","No","13490","3520","748544","2380","767934","0.22"
"2025-12-21T15:16:59.262Z","Included","auto","No","6866","0","559872","921","567659","0.15"
"2025-12-21T15:16:00.001Z","Included","auto","No","8417","1972","667904","1866","680159","0.19"
"2025-12-21T15:14:13.981Z","Included","auto","No","18727","3520","714496","3629","740372","0.23"
"2025-12-21T15:11:52.558Z","Included","auto","No","5443","3004","432640","3513","444600","0.14"
"2025-12-21T15:09:14.731Z","Included","auto","No","8157","0","820480","4750","833387","0.24"
"2025-12-21T15:06:36.998Z","Included","auto","No","10905","0","845056","7292","863253","0.27"
"2025-12-21T15:04:24.733Z","Included","auto","No","7595","43192","511232","4838","566857","0.22"
"2025-12-21T15:03:13.430Z","Included","auto","No","74919","0","252928","427","328274","0.16"
"2025-12-20T10:17:43.024Z","Included","auto","No","115957","156116","567296","38413","877782","0.71"
"2025-12-20T10:15:08.525Z","Included","auto","No","171811","44475","888576","3192","1108054","0.51"
"2025-12-20T10:13:34.118Z","Included","auto","No","13614","0","483584","888","498086","0.14"
"2025-12-20T10:11:59.364Z","Included","auto","No","12027","0","465408","369","477804","0.13"
"2025-12-20T10:05:19.549Z","Included","auto","No","7749","0","454144","3502","465395","0.14"
"2025-12-20T10:03:55.321Z","Included","auto","No","1081","0","144640","529","146250","0.04"
"2025-12-20T10:02:27.306Z","Included","auto","No","3339","0","312000","602","315941","0.09"
"2025-12-20T10:01:12.665Z","Included","auto","No","149843","0","460032","1120","610995","0.31"
"2025-12-20T09:58:26.727Z","Included","auto","No","67184","0","657664","4936","729784","0.28"
"2025-12-20T09:52:35.363Z","Included","auto","No","213402","0","1165312","2814","1381528","0.57"
"2025-12-20T09:51:00.738Z","Included","auto","No","25861","0","71424","1284","98569","0.06"
"2025-12-20T09:47:59.927Z","Included","auto","No","176433","109598","421120","30960","738111","0.65"
"2025-12-20T09:44:11.832Z","Included","auto","No","55185","0","1879808","8755","1943748","0.59"
"2025-12-20T09:34:20.860Z","Included","auto","No","174740","103139","2204672","33248","2515799","1.10"
"2025-12-20T09:28:50.381Z","Included","auto","No","47592","33208","1303296","6141","1390237","0.46"
"2025-12-20T09:21:21.885Z","Included","auto","No","37375","0","1091584","3110","1132069","0.34"
"2025-12-20T09:18:25.118Z","Included","auto","No","10147","0","272896","1147","284190","0.09"
"2025-12-20T09:17:08.728Z","Included","auto","No","26243","0","420864","453","447560","0.14"
"2025-12-20T09:16:36.638Z","Included","auto","No","58459","0","361472","1012","420943","0.17"
"2025-12-20T09:11:25.353Z","Included","auto","No","93982","268389","1328128","49176","1739675","1.08"
"2025-12-20T09:09:54.773Z","Included","gpt-5.2","No","0","229125","0","4","229129","0.40"
"2025-12-19T22:01:36.872Z","Included","gpt-5.2","No","0","3328269","29101696","46030","32475995","11.56"
"2025-12-19T21:59:11.599Z","Included","auto","No","112972","0","351488","3551","468011","0.25"
"2025-12-19T21:54:23.064Z","Included","auto","No","84902","0","340992","2182","428076","0.20"
"2025-12-19T21:54:16.130Z","Aborted, Not Charged","auto","No","0","0","0","0","0","0.00"
"2025-12-19T21:51:44.619Z","Included","auto","No","7008","0","182784","807","190599","0.06"
"2025-12-19T21:46:25.063Z","Included","auto","No","86900","68598","169216","5361","330075","0.27"
"2025-12-19T21:38:00.473Z","Included","claude-4.5-sonnet-thinking","No","297936","95525","2488960","29954","2912375","2.19"
"2025-12-19T21:33:31.178Z","Included","claude-4.5-sonnet-thinking","No","149286","1698","329175","3481","483640","0.72"
"2025-12-19T21:31:22.436Z","Included","claude-4.5-sonnet-thinking","No","136833","1725","13634","692","152884","0.53"
"2025-12-19T21:30:19.451Z","Errored, No Charge","gemini-3-pro-preview","No","0","0","0","0","0","0.00"
"2025-12-19T21:23:35.130Z","Included","auto","No","20726","0","867072","3644","891442","0.26"
"2025-12-19T21:19:35.729Z","Included","auto","No","15049","0","1076992","8584","1100625","0.34"
"2025-12-19T21:18:33.956Z","Included","auto","No","93498","0","7680","3315","104493","0.14"
"2025-12-19T21:16:11.373Z","Included","auto","No","92500","0","287488","2489","382477","0.20"
"2025-12-19T20:48:54.253Z","Included","auto","No","2782","0","263168","1508","267458","0.08"
"2025-12-19T20:43:09.503Z","Included","auto","No","33501","18192","494080","7643","553416","0.23"
"2025-12-19T20:38:29.980Z","Included","auto","No","51113","0","1111040","6417","1168570","0.38"
"2025-12-19T20:34:41.483Z","Included","auto","No","14514","0","1124864","3335","1142713","0.32"
"2025-12-19T20:30:18.346Z","Included","auto","No","18090","66134","738560","3429","826213","0.31"
"2025-12-19T20:26:48.058Z","Included","auto","No","18072","0","1083136","3311","1104519","0.31"
"2025-12-19T20:26:29.239Z","Included","auto","No","2546","0","376320","795","379661","0.10"
"2025-12-19T20:26:16.004Z","Included","auto","No","4274","0","242688","470","247432","0.07"
"2025-12-19T20:18:48.705Z","Included","auto","No","11156","0","926208","1830","939194","0.26"
"2025-12-19T20:17:40.296Z","Included","auto","No","102978","0","443392","1192","547562","0.25"
"2025-12-19T20:16:49.014Z","Included","auto","No","0","4460","0","1766","6226","0.02"
"2025-12-19T18:45:49.536Z","Included","auto","No","1326","0","13312","382","15020","0.01"
"2025-12-19T18:44:59.241Z","Included","auto","No","1205","0","12288","838","14331","0.01"
"2025-12-19T18:34:24.492Z","Included","auto","No","883","0","11520","574","12977","0.01"
"2025-12-19T18:33:19.861Z","Included","auto","No","695","0","11008","562","12265","0.01"
"2025-12-19T18:31:08.945Z","Included","auto","No","1084","0","9984","451","11519","0.01"
"2025-12-19T18:30:27.892Z","Included","auto","No","6923","0","8448","1054","16425","0.02"
"2025-12-19T18:26:56.371Z","Included","composer-1","No","486","0","88512","617","89615","0.03"
"2025-12-19T18:11:00.600Z","Included","composer-1","No","6364","0","93696","2261","102321","0.04"
"2025-12-19T18:08:00.854Z","Included","composer-1","No","1683","0","76000","994","78677","0.02"
"2025-12-19T18:04:25.290Z","Included","composer-1","No","547","0","50816","870","52233","0.02"
"2025-12-19T18:03:15.825Z","Included","composer-1","No","1377","0","44608","1048","47033","0.02"
"2025-12-19T18:02:28.412Z","Included","composer-1","No","1541","0","73120","2464","77125","0.03"
"2025-12-19T18:00:55.075Z","Included","composer-1","No","213","0","19808","308","20329","0.01"
"2025-12-19T17:59:11.606Z","Included","composer-1","No","6441","0","20448","595","27484","0.01"
"2025-12-19T17:56:29.724Z","Included","auto","No","101222","0","3328","338","104888","0.13"
"2025-12-19T17:36:20.538Z","Included","auto","No","5918","16411","208128","2081","232538","0.09"
"2025-12-19T17:35:14.846Z","Included","auto","No","96111","0","200448","925","297484","0.18"
"2025-12-19T17:25:12.111Z","Included","auto","No","4598","0","355328","751","360677","0.10"
"2025-12-19T17:24:05.906Z","Included","auto","No","171519","0","183040","815","355374","0.27"
"2025-12-19T17:23:53.513Z","Included","auto","No","2233","0","161280","0","163513","0.04"
"2025-12-19T17:21:11.193Z","Included","auto","No","158350","0","320512","2875","481737","0.30"
"2025-12-19T17:20:55.416Z","Errored, No Charge","auto","No","0","0","0","0","0","0.00"
"2025-12-19T16:51:51.898Z","Included","auto","No","13534","0","424960","2517","441011","0.14"
"2025-12-19T16:42:17.910Z","Included","auto","No","134237","0","391936","2380","528553","0.28"
"2025-12-19T16:33:26.206Z","Included","auto","No","132230","0","898816","4693","1035739","0.42"
"2025-12-19T15:54:46.636Z","Included","auto","No","110929","0","339968","1201","452098","0.23"
"2025-12-19T13:36:27.945Z","Included","auto","No","18697","0","285952","2351","307000","0.11"
"2025-12-19T13:34:54.739Z","Included","auto","No","15215","0","531968","2993","550176","0.17"
"2025-12-19T13:32:56.522Z","Included","auto","No","16679","0","450560","1889","469128","0.14"
"2025-12-19T13:02:42.255Z","Included","auto","No","8369","0","443648","4200","456217","0.15"
"2025-12-19T13:02:07.911Z","Included","auto","No","13213","0","215552","856","229621","0.08"
"2025-12-19T12:57:20.176Z","Included","auto","No","42506","0","222208","2180","266894","0.12"
"2025-12-19T12:54:29.901Z","Included","composer-1","No","1754","0","46048","866","48668","0.02"
"2025-12-19T12:53:34.380Z","Included","composer-1","No","1695","0","39136","601","41432","0.01"
"2025-12-19T12:50:11.948Z","Included","composer-1","No","6991","0","23584","2546","33121","0.02"
"2025-12-19T12:34:36.880Z","Included","auto","No","10098","0","256000","2104","268202","0.09"
"2025-12-19T12:33:08.017Z","Included","auto","No","76299","0","174176","1100","251575","0.15"
"2025-12-19T12:28:48.317Z","Included","auto","No","6149","0","228608","2477","237234","0.08"
"2025-12-19T12:25:43.099Z","Included","auto","No","6096","0","287232","1710","295038","0.09"
"2025-12-19T12:19:16.078Z","Included","auto","No","2111","0","208640","623","211374","0.06"
"2025-12-19T12:18:28.284Z","Included","auto","No","2995","0","204032","922","207949","0.06"
"2025-12-19T12:16:49.041Z","Included","auto","No","11064","0","881920","2481","895465","0.25"
"2025-12-19T12:16:08.628Z","Included","auto","No","61847","0","283904","4701","350452","0.18"
"2025-12-19T12:13:55.695Z","Included","auto","No","26269","0","427008","948","454225","0.15"
"2025-12-19T12:11:13.709Z","Included","auto","No","27237","0","599296","2585","629118","0.20"
"2025-12-19T12:08:15.925Z","Included","auto","No","6004","0","350208","1036","357248","0.10"
"2025-12-19T12:05:08.168Z","Included","auto","No","52774","0","679424","6164","738362","0.27"
"2025-12-19T11:59:41.293Z","Included","auto","No","32253","182","156224","2859","191518","0.10"
"2025-12-19T11:51:59.217Z","Included","auto","No","67887","0","517120","4349","589356","0.24"
"2025-12-19T11:47:42.063Z","Included","auto","No","24861","171","332032","5852","362916","0.15"
"2025-12-19T11:16:53.630Z","Included","composer-1","No","2206","0","111104","2634","115944","0.04"
"2025-12-19T11:13:41.704Z","Included","composer-1","No","4054","0","69920","890","74864","0.03"
"2025-12-19T11:12:07.340Z","Included","composer-1","No","8004","0","6752","792","15548","0.01"
"2025-12-18T22:00:59.256Z","Included","auto","No","22052","0","576256","3756","602064","0.19"
"2025-12-18T21:51:31.989Z","Included","auto","No","264153","130094","527616","11689","933552","0.69"
